"ADM1_ES","ADM2_ES","college","clinic","university","school","hospital"
"Magdalena","Santa Marta",3,15,3,86,6
"Magdalena","Sitionuevo",0,0,0,2,0
"Magdalena","Tenerife",0,0,0,1,0
"Meta","Acacias",4,0,1,10,1
"Meta","Barranca de Upia",0,0,0,1,1
"Meta","Castilla la Nueva",0,0,0,0,2
"Meta","Cubarral",0,0,0,1,1
"Meta","Cumaral",0,0,0,0,2
"Meta","El Calvario",0,0,0,2,0
"Meta","El Castillo",0,1,0,7,0
"Meta","El Dorado",0,0,0,3,1
"Meta","Fuente de Oro",0,0,0,6,0
"Meta","Granada",16,0,0,5,23
"Meta","Guamal",0,0,0,9,0
"Meta","La Macarena",4,1,0,12,0
"Meta","Lejanias",0,0,0,3,1
"Meta","Mapiripan",1,0,0,2,0
"Meta","Mesetas",1,0,0,6,1
"Meta","Puerto Concordia",0,0,0,5,0
"Meta","Puerto Gaitan",0,1,0,7,4
"Meta","Puerto Lleras",1,0,0,9,1
"Meta","Puerto Lopez",0,0,0,11,1
"Meta","Puerto Rico",3,0,0,15,1
"Meta","Restrepo",0,0,3,1,0
"Meta","San Carlos de Guaroa",0,0,0,3,1
"Meta","San Juan de Arama",0,0,0,3,1
"Meta","San Juanito",0,0,0,4,1
"Meta","San Martin",0,0,0,0,1
"Meta","Uribe",5,0,0,5,1
"Meta","Villavicencio",7,6,10,51,11
"Meta","Vistahermosa",2,0,0,19,4
"Narino","Alban",0,0,0,11,0
"Narino","Aldana",0,0,0,0,2
"Narino","Barbacoas",1,0,0,0,1
"Narino","Belen",0,0,0,2,0
"Narino","Buesaco",0,0,0,25,1
"Narino","Chachagui",0,0,0,3,0
"Narino","Colon",0,0,0,12,0
"Narino","Consaca",0,0,0,4,1
"Narino","Contadero",0,0,0,1,0
"Narino","Cuaspud Carlosama",0,0,0,2,0
"Narino","Cumbal",0,0,0,5,2
"Narino","El Charco",0,0,0,0,1
"Narino","El Tablon de Gomez",0,0,0,14,1
"Narino","Guachucal",0,0,0,1,0
"Narino","Gualmatan",0,0,0,1,1
"Narino","Iles",0,0,0,3,0
"Narino","Imues",0,0,0,6,0
"Narino","Ipiales",1,3,1,20,10
"Narino","La Cruz",0,0,0,31,1
"Narino","La Florida",0,0,0,6,0
"Narino","La Union",1,0,0,14,3
"Narino","Leiva",0,0,0,6,0
"Narino","Linares",0,0,0,1,1
"Narino","Los Andes",0,1,0,0,1
"Narino","Narino",0,0,0,0,1
"Narino","Ospina",0,0,0,2,1
"Narino","Pasto",5,5,10,46,25
"Narino","Policarpa",0,0,0,5,0
"Narino","Potosi",0,0,0,6,0
"Narino","Puerres",0,0,0,9,1
"Narino","Ricaurte",0,0,0,1,0
"Narino","Roberto Payan",0,0,0,3,1
"Narino","Samaniego",0,0,0,4,0
"Narino","San Andres de Tumaco",1,0,0,4,3
"Narino","San Bernardo",0,0,0,10,1
"Narino","San Lorenzo",0,0,0,3,0
"Narino","San Pablo",0,0,0,12,1
"Narino","San Pedro de Cartago",0,0,0,6,1
"Narino","Sandona",0,0,0,7,1
"Narino","Santa Barbara",0,0,0,1,0
"Narino","Taminango",0,0,0,11,0
"Narino","Tuquerres",0,0,2,14,4
"Norte de Santander","Abrego",0,0,0,2,0
"Norte de Santander","Arboledas",1,0,0,2,0
"Norte de Santander","Bochalema",0,0,0,4,0
"Norte de Santander","Bucarasica",0,1,0,4,0
"Norte de Santander","Cachira",0,0,0,2,1
"Norte de Santander","Chinacota",0,0,0,17,4
"Norte de Santander","Chitaga",0,0,0,0,1
"Norte de Santander","Convencion",0,0,0,5,1
"Norte de Santander","El Carmen",0,0,0,5,0
"Norte de Santander","El Zulia",0,0,0,2,1
"Norte de Santander","La Esperanza",0,0,0,2,0
"Norte de Santander","La Playa",0,0,0,0,1
"Norte de Santander","Los Patios",1,1,0,8,1
"Norte de Santander","Lourdes",0,0,0,1,0
"Norte de Santander","Ocana",3,3,1,16,3
"Norte de Santander","Pamplona",1,0,2,8,5
"Norte de Santander","Puerto Santander",0,0,0,4,2
"Norte de Santander","Ragonvalia",0,0,0,1,0
"Norte de Santander","Salazar",0,0,0,0,1
"Norte de Santander","San Calixto",0,0,0,7,1
"Norte de Santander","San Jose de Cucuta",31,65,17,130,56
"Norte de Santander","Sardinata",3,0,0,51,1
"Norte de Santander","Teorama",0,0,0,8,0
"Norte de Santander","Tibu",1,0,0,27,2
"Norte de Santander","Toledo",0,0,0,3,1
"Norte de Santander","Villa del Rosario",2,1,1,38,1
"Putumayo","Colon",0,0,0,0,1
"Putumayo","Mocoa",1,0,0,25,1
"Putumayo","Orito",0,0,0,58,0
"Putumayo","Puerto Asis",2,0,1,13,1
"Putumayo","Puerto Caicedo",0,0,0,5,1
"Putumayo","Puerto Guzman",1,0,0,7,2
"Putumayo","Puerto Leguizamo",0,0,0,24,2
"Putumayo","San Francisco",0,0,0,4,0
"Putumayo","San Miguel",0,0,0,4,1
"Putumayo","Santiago",0,0,0,4,0
"Putumayo","Sibundoy",0,1,0,4,0
"Putumayo","Valle del Guamuez",0,0,0,31,1
"Putumayo","Villagarzon",0,0,0,13,1
"Quindio","Armenia",49,16,11,47,26
"Quindio","Buenavista",0,0,0,2,1
"Quindio","Calarca",17,2,0,19,6
"Quindio","Circasia",4,0,0,5,1
"Quindio","Cordoba",1,0,0,4,1
"Quindio","Filandia",1,0,0,7,3
"Quindio","Genova",0,0,0,5,1
"Quindio","La Tebaida",6,0,0,0,2
"Quindio","Montenegro",6,0,0,6,2
"Quindio","Pijao",1,0,0,5,0
"Quindio","Quimbaya",2,0,0,10,2
"Quindio","Salento",1,0,0,6,2
"Risaralda","Apia",0,0,0,2,1
"Risaralda","Balboa",0,0,0,2,2
"Risaralda","Belen de Umbria",1,0,0,10,1
"Risaralda","Dosquebradas",2,1,1,20,4
"Risaralda","Guatica",0,0,0,1,2
"Risaralda","La Celia",0,0,0,2,1
"Risaralda","La Virginia",0,0,0,4,1
"Risaralda","Marsella",0,0,0,15,2
"Risaralda","Mistrato",1,0,0,4,4
"Risaralda","Pereira",6,17,8,70,17
"Risaralda","Pueblo Rico",0,0,0,7,1
"Risaralda","Santa Rosa de Cabal",0,0,0,33,3
"Risaralda","Santuario",0,0,0,2,1
"Santander","Aguada",0,0,0,1,0
"Santander","Albania",0,0,0,3,1
"Santander","Aratoca",0,0,0,21,2
"Santander","Barbosa",0,0,1,13,2
"Santander","Barichara",0,0,0,5,1
"Santander","Barrancabermeja",5,0,4,22,9
"Santander","Betulia",0,0,0,4,1
"Santander","Bolivar",0,0,0,21,2
"Santander","Bucaramanga",35,10,14,32,11
"Santander","Cabrera",0,0,0,7,1
"Santander","California",0,0,0,3,1
"Santander","Capitanejo",0,0,0,9,1
"Santander","Carcasi",0,0,0,32,1
"Santander","Cerrito",0,0,0,9,1
"Santander","Charala",0,0,0,14,1
"Santander","Charta",0,0,0,14,1
"Santander","Chima",0,0,0,0,1
"Santander","Chipata",0,0,0,3,1
"Santander","Cimitarra",1,0,0,13,2
"Santander","Concepcion",0,0,0,23,1
"Santander","Confines",0,0,0,1,1
"Santander","Contratacion",0,0,0,5,1
"Santander","Coromoro",0,0,0,3,1
"Santander","Curiti",0,0,0,18,2
"Santander","El Carmen de Chucuri",0,0,0,27,2
"Santander","El Penon",0,0,0,6,0
"Santander","El Playon",0,0,0,2,1
"Santander","Encino",0,0,0,11,1
"Santander","Enciso",0,0,0,2,1
"Santander","Florian",0,0,0,24,1
"Santander","Floridablanca",1,5,5,22,6
"Santander","Galan",0,0,0,3,1
"Santander","Gambita",0,0,0,3,1
"Santander","Giron",1,0,0,2,0
"Santander","Guaca",0,0,0,31,2
"Santander","Guadalupe",0,0,0,21,1
"Santander","Guapota",0,0,0,2,0
"Santander","Guavata",1,0,0,3,1
"Santander","Guepsa",0,0,0,5,1
"Santander","Hato",0,0,0,11,1
"Santander","Jesus Maria",0,0,0,5,1
"Santander","Jordan",0,0,0,1,1
"Santander","La Belleza",0,0,0,29,1
"Santander","La Paz",0,0,0,2,1
"Santander","Landazuri",0,0,0,21,2
"Santander","Lebrija",0,0,0,2,1
"Santander","Los Santos",0,0,0,2,1
"Santander","Macaravita",0,0,0,14,1
"Santander","Malaga",1,0,2,20,0
"Santander","Matanza",0,0,0,2,1
"Santander","Molagavita",0,0,0,15,2
"Santander","Ocamonte",0,0,0,1,0
"Santander","Oiba",0,0,0,14,1
"Santander","Onzaga",0,0,0,1,0
"Santander","Palmar",0,0,0,3,2
"Santander","Palmas del Socorro",0,0,0,1,1
"Santander","Paramo",0,0,0,1,1
"Santander","Piedecuesta",1,0,1,11,3
"Santander","Pinchote",0,0,0,2,0
"Santander","Puente Nacional",2,0,0,37,1
"Santander","Puerto Parra",0,0,0,3,0
"Santander","Puerto Wilches",0,0,0,4,1
"Santander","Rionegro",0,0,0,2,0
"Santander","Sabana de Torres",0,0,0,3,1
"Santander","San Andres",1,0,0,10,1
"Santander","San Benito",0,0,0,1,1
"Santander","San Gil",1,2,3,16,3
"Santander","San Jose de Miranda",0,0,0,6,1
"Santander","San Miguel",0,0,0,14,1
"Santander","San Vicente de Chucuri",0,0,0,29,5
"Santander","Santa Barbara",0,0,0,13,1
"Santander","Simacota",0,0,0,3,3
"Santander","Socorro",0,2,1,3,1
"Santander","Suaita",0,0,0,3,2
"Santander","Sucre",0,0,0,32,3
"Santander","Surata",0,0,0,3,2
"Santander","Tona",0,1,0,3,0
"Santander","Valle de San Jose",0,0,0,12,1
"Santander","Velez",2,1,1,19,1
"Santander","Vetas",0,0,0,1,1
"Santander","Villanueva",2,0,0,9,1
"Santander","Zapatoca",0,0,0,31,1
"Sucre","Buenavista",0,0,0,1,0
"Sucre","Chalan",1,2,0,0,0
"Sucre","Coloso",0,0,0,2,0
"Sucre","Corozal",0,1,0,2,0
"Sucre","Covenas",0,0,0,2,1
"Sucre","La Union",1,0,0,3,1
"Sucre","Los Palmitos",9,0,0,9,4
"Sucre","Majagual",0,0,0,2,1
"Sucre","Morroa",0,1,1,3,1
"Sucre","Sampues",0,1,0,3,1
"Sucre","San Juan de Betulia",0,0,0,1,0
"Sucre","San Onofre",0,0,0,3,1
"Sucre","San Pedro",0,0,0,2,1
"Sucre","Sincelejo",31,20,13,31,9
"Tolima","Alpujarra",0,0,0,5,0
"Tolima","Ambalema",2,0,0,3,1
"Tolima","Anzoategui",1,0,0,4,1
"Tolima","Armero",0,0,1,6,1
"Tolima","Ataco",2,0,0,28,0
"Tolima","Cajamarca",0,0,0,3,0
"Tolima","Carmen de Apicala",1,0,0,3,2
"Tolima","Casabianca",0,0,0,6,0
"Tolima","Chaparral",6,1,1,25,1
"Tolima","Coello",0,0,0,4,1
"Tolima","Coyaima",0,0,0,13,0
"Tolima","Cunday",0,0,0,15,4
"Tolima","Dolores",0,0,0,5,1
"Tolima","Espinal",0,1,3,37,1
"Tolima","Falan",0,0,0,12,2
"Tolima","Flandes",0,0,0,0,1
"Tolima","Fresno",0,0,0,4,1
"Tolima","Guamo",1,0,0,14,0
"Tolima","Herveo",0,0,0,5,0
"Tolima","Honda",0,0,0,7,1
"Tolima","Ibague",15,16,10,102,39
"Tolima","Icononzo",0,0,0,17,2
"Tolima","Lerida",0,0,3,9,1
"Tolima","Libano",3,0,3,30,2
"Tolima","Melgar",0,0,1,9,2
"Tolima","Murillo",1,0,0,11,1
"Tolima","Natagaima",0,0,0,8,1
"Tolima","Ortega",0,0,0,11,1
"Tolima","Palocabildo",0,0,0,3,1
"Tolima","Planadas",0,0,0,9,1
"Tolima","Prado",0,0,0,3,1
"Tolima","Purificacion",0,0,0,8,1
"Tolima","Rioblanco",0,0,0,16,0
"Tolima","Roncesvalles",0,0,0,1,0
"Tolima","Rovira",0,0,0,9,1
"Tolima","Saldana",0,0,0,4,0
"Tolima","San Antonio",0,0,0,10,1
"Tolima","San Luis",0,0,0,8,1
"Tolima","San Sebastian de Mariquita",1,0,0,13,1
"Tolima","Santa Isabel",0,0,0,5,0
"Tolima","Suarez",0,0,0,2,0
"Tolima","Valle de San Juan",0,0,0,5,1
"Tolima","Venadillo",0,0,0,6,0
"Tolima","Villahermosa",0,0,0,5,1
"Tolima","Villarrica",0,0,0,6,1
"Valle del Cauca","Alcala",0,0,0,2,1
"Valle del Cauca","Andalucia",0,0,0,2,1
"Valle del Cauca","Ansermanuevo",1,0,0,1,1
"Valle del Cauca","Argelia",0,0,0,0,1
"Valle del Cauca","Bolivar",0,0,0,0,1
"Valle del Cauca","Buenaventura",7,0,4,5,6
"Valle del Cauca","Bugalagrande",0,0,0,1,2
"Valle del Cauca","Caicedonia",0,0,0,5,1
"Valle del Cauca","Cali",26,51,24,221,385
"Valle del Cauca","Calima",0,0,0,0,1
"Valle del Cauca","Candelaria",0,0,0,12,5
"Valle del Cauca","Cartago",3,4,2,5,2
"Valle del Cauca","El Aguila",0,0,0,0,1
"Valle del Cauca","El Cerrito",1,1,0,8,0
"Valle del Cauca","Florida",0,1,0,5,3
"Valle del Cauca","Ginebra",1,0,0,0,0
"Valle del Cauca","Guacari",0,0,0,1,1
"Valle del Cauca","Guadalajara de Buga",4,1,2,10,6
"Valle del Cauca","Jamundi",0,1,1,17,3
"Valle del Cauca","La Cumbre",0,0,0,1,2
"Valle del Cauca","La Union",1,0,0,1,1
"Valle del Cauca","La Victoria",0,0,0,0,1
"Valle del Cauca","Obando",0,0,0,0,1
"Valle del Cauca","Palmira",2,9,10,49,8
"Valle del Cauca","Pradera",0,0,0,1,1
"Valle del Cauca","Riofrio",3,0,0,0,1
"Valle del Cauca","Roldanillo",0,0,2,3,1
"Valle del Cauca","San Pedro",0,0,0,2,1
"Valle del Cauca","Sevilla",0,0,0,13,1
"Valle del Cauca","Trujillo",1,0,0,2,0
"Valle del Cauca","Tulua",0,0,4,54,34
"Valle del Cauca","Ulloa",1,0,0,3,1
"Valle del Cauca","Versalles",0,0,0,2,0
"Valle del Cauca","Vijes",1,0,0,0,1
"Valle del Cauca","Yotoco",0,0,0,4,1
"Valle del Cauca","Yumbo",2,0,1,27,5
"Valle del Cauca","Zarzal",0,0,1,7,2
"Vaupes","Mitu",0,1,0,11,1
"Vaupes","Papunahua",0,0,0,1,0
"Vichada","Cumaribo",1,1,0,13,2
"Vichada","Puerto Carreno",0,0,0,5,1
